Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
62,85,3,0,0,5,1,0,1,Higher Studies,Technical,Hard Worker,0,1,Biology,computer,Pre-engineering,computer,testing,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
76,85,12,1,1,4,1,0,4,Job,Managerial,Hard Worker,1,0,Computer,maths,Computer Science,computer,development,12,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
69,62,15,1,1,3,0,0,5,Job,Managerial,Hard Worker,1,1,Computer,english,Computer Science,pakistan studies,development,7,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
64,61,12,1,1,3,1,0,4,Higher Studies,Managerial,Smart Worker,1,0,Biology,maths,Pre-engineering,english,adaptability,7,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
90,65,3,1,0,5,1,0,1,Job,Technical,Hard Worker,1,1,Computer,computer,Computer Science,maths,decision making,6,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
67,76,12,1,0,4,1,1,4,Job,Managerial,Smart Worker,0,1,Biology,physics,Pre-engineering,computer,adaptability,4,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
91,87,12,1,0,5,0,1,4,Job,Technical,Hard Worker,1,1,Biology,physics,Pre-engineering,maths,programming,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
93,69,9,1,1,4,1,1,3,Job,Managerial,Hard Worker,0,1,Computer,english,Pre-engineering,computer,testing,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
86,67,9,1,1,4,1,0,3,Job,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,testing,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
72,60,9,1,1,4,1,0,3,Higher Studies,Managerial,Hard Worker,1,1,Computer,maths,Pre-engineering,chemistry,adaptability,12,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
90,75,9,1,1,5,1,1,3,Job,Managerial,Hard Worker,1,1,Computer,maths,Pre-engineering,pyhsics,testing,6,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
73,66,6,1,0,3,1,0,2,Job,Managerial,Smart Worker,1,0,Biology,maths,Pre-engineering,computer,decision making,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
70,87,12,0,0,5,1,1,4,Higher Studies,Managerial,Hard Worker,1,0,Computer,maths,Computer Science,physics,teamwork,12,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
67,79,12,1,0,5,1,0,4,Job,Technical,Hard Worker,1,0,Biology,maths,Computer Science,maths,decision making,10,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
86,84,3,1,1,3,1,0,1,Job,Managerial,Smart Worker,0,0,Biology,maths,Computer Science,computer,development,11,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
68,92,9,0,0,5,1,1,3,Job,Technical,Hard Worker,1,0,Computer,maths,Computer Science,maths,programming,4,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
60,86,6,1,1,3,1,1,2,Job,Managerial,Smart Worker,0,1,Biology,maths,Pre-engineering,physics,adaptability,11,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
76,66,12,1,0,4,1,1,4,Higher Studies,Managerial,Smart Worker,1,0,Biology,maths,Pre-engineering,computer,programming,11,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
76,78,12,0,0,3,0,0,4,Higher Studies,Managerial,Hard Worker,0,0,Biology,maths,Computer Science,computer,programming,12,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
89,78,6,0,0,5,1,1,2,Higher Studies,Managerial,Smart Worker,0,1,Computer,urdu,Pre-engineering,computer,programming,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
80,80,15,1,1,5,1,0,5,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,pakistan studies,teamwork,5,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
82,79,12,1,1,4,0,0,4,Job,Technical,Hard Worker,0,0,Computer,computer,Pre-engineering,english,decision making,7,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
93,73,3,1,0,1,1,1,1,Job,Managerial,Smart Worker,0,1,Biology,maths,Pre-engineering,maths,decision making,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
69,65,12,1,0,2,1,1,4,Job,Technical,Smart Worker,0,1,Biology,physics,Pre-engineering,computer,adaptability,11,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
74,60,6,0,0,3,0,0,2,Higher Studies,Managerial,Hard Worker,0,1,Computer,computer,Pre-engineering,maths,programming,12,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
82,79,15,0,0,1,0,1,5,Job,Technical,Hard Worker,0,1,Computer,maths,Computer Science,computer,development,5,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
93,70,3,1,1,5,1,0,1,Higher Studies,Technical,Hard Worker,0,0,Computer,english,Computer Science,maths,development,7,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
92,74,6,0,0,4,1,0,2,Job,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,chemistry,programming,7,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
75,79,12,1,0,5,1,0,4,Job,Managerial,Hard Worker,0,1,Biology,computer,Pre-engineering,pyhsics,testing,7,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
65,75,9,0,0,5,1,1,3,Job,Technical,Hard Worker,1,1,Biology,physics,Commerce,computer,teamwork,9,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
68,60,9,0,0,2,0,1,3,Job,Technical,Smart Worker,1,0,Computer,physics,Pre-engineering,physics,decision making,7,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
87,78,12,1,1,5,0,1,4,Job,Technical,Hard Worker,1,1,Computer,english,Pre-engineering,maths,testing,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
88,71,6,1,1,4,1,0,2,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,computer,programming,9,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
79,64,12,1,0,2,0,1,4,Higher Studies,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,maths,testing,8,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
84,82,3,1,0,3,1,1,1,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,physics,development,6,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
83,62,12,1,0,2,0,0,4,Job,Technical,Smart Worker,1,0,Computer,maths,Computer Science,computer,adaptability,7,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
67,93,6,0,0,4,0,0,2,Job,Technical,Smart Worker,0,1,Computer,english,Computer Science,islamic studies,development,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
74,80,3,0,0,4,1,1,1,Job,Managerial,Smart Worker,0,0,Computer,english,Commerce,english,teamwork,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
80,66,3,1,1,4,1,0,1,Job,Technical,Smart Worker,0,1,Computer,maths,Computer Science,maths,adaptability,12,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
79,76,3,0,0,4,1,1,1,Job,Technical,Smart Worker,1,0,Computer,physics,Pre-engineering,computer,development,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
92,64,3,0,0,4,1,1,1,Job,Technical,Smart Worker,0,0,Computer,physics,Computer Science,computer,adaptability,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
85,68,12,0,0,3,1,0,4,Higher Studies,Technical,Smart Worker,0,0,Computer,english,Pre-engineering,pakistan studies,programming,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
89,67,9,0,0,3,0,1,3,Job,Managerial,Hard Worker,0,0,Biology,maths,Computer Science,english,decision making,9,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
87,86,6,0,0,3,0,0,2,Higher Studies,Technical,Hard Worker,1,0,Computer,maths,Computer Science,maths,adaptability,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
76,75,3,0,0,4,1,0,1,Job,Managerial,Smart Worker,0,1,Biology,maths,Pre-engineering,computer,decision making,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
68,73,3,1,1,5,0,1,1,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,development,10,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
81,75,12,0,0,4,0,1,4,Job,Technical,Smart Worker,1,1,Biology,maths,Pre-engineering,computer,adaptability,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
73,78,9,0,0,4,0,0,3,Higher Studies,Technical,Hard Worker,0,1,Biology,physics,Computer Science,maths,testing,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
88,64,12,0,0,4,0,0,4,Higher Studies,Managerial,Hard Worker,1,1,Biology,maths,Pre-engineering,chemistry,teamwork,5,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
64,77,15,0,0,4,0,0,5,Job,Managerial,Smart Worker,0,0,Biology,maths,Pre-engineering,pyhsics,testing,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
69,65,3,0,0,4,0,0,1,Job,Managerial,Hard Worker,1,1,Biology,maths,Pre-engineering,computer,adaptability,6,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
84,74,15,1,1,4,1,0,5,Higher Studies,Managerial,Smart Worker,0,1,Computer,physics,Pre-engineering,physics,decision making,11,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
